# bigloo.branch bigloo_fltlb.branch bigloo_flt1.branch bigloo_fltnz.branch bigloo_nan.branch bigloo_nun.branch
compiler, 1.023559026023514, 1.0352499726523392, 1.0042053438625291, 0.7662924124020793, 0.9731121174627549
dynamic, 0.992750026938886, 1.0070022754486574, 0.9933727819981136, 0.8584847792067933, 0.998694008453003
earley, 1.0469215716550928, 1.6764821119882094, 1.5062169474495768, 1.4849727636805303, 1.5252181033329737
graphs, 0.9202151402656223, 1.0066239140821598, 0.9078194861774447, 0.9218473232544515, 0.8704634332027503
matrix, 1.0100024662666827, 1.0149640997192282, 1.0407851930411869, 0.7597965896287573, 1.0030720898616614
maze, 1.1438522537060747, 1.0952033799981271, 1.0245173848993838, 0.7500395529882697, 1.3389229051426081
nboyer, 1.006087779354682, 1.0364933806795025, 0.9334811049997113, 0.9778013499395629, 0.994725407926076
parsing, 1.0498791391896112, 1.0137508024926134, 0.9910156742862912, 0.6971150127927516, 0.9931325342458364
peval, 1.0185244563596307, 0.9900321730148178, 0.9910726118219321, 0.6071508833004514, 0.9925476493098866
sboyer, 0.9985296075257937, 1.0079985551615258, 0.994256393851003, 1.2734119515486693, 1.00699554325708
scheme, 1.0185305394156705, 1.0113779391121804, 1.0184169619905192, 0.6492592751375472, 1.0313492010426137
slatex, 1.0020419640544784, 1.0009537546103129, 1.0032436890058327, 0.984046530990156, 0.999756208726255
fft, 9.19966615646296, 0.6045550887335852, 0.9041383782035766, 0.3577341552916528, 0.415830804585722
fibfp, 0.00705518800179489, 0.010019647190309552, 0.014051574455479818, 0.020675751998038904, 0.041191097176418764
mbrot, 19.72916161944392, 0.14691063502477864, 0.14891260894399658, 0.02917532719413049, 0.03547726590071328
nucleic, 5.684047623757153, 0.13732822484760396, 0.15406268993454406, 0.10233287737761133, 0.12985480314287393
pnpoly, 0.35092154564781924, 0.347527540015172, 0.36169573614366213, 0.22955981308403497, 0.3125275742830439
ray, 3.9954177129176287, 0.08888221091277816, 0.20184762401848022, 0.06540399513962886, 0.055325914998477124
simplex, 0.7890506925681791, 0.16081935836220215, 0.1514844561507732, 0.10591674274310281, 0.12822006631529265
sumfp, 0.018350308828331673, 0.02658204563493884, 0.02293814660002725, 0.017889712338915637, 0.021248972634605175
sum1, 1.569278620825768, 0.9425788784449578, 0.9460074278608527, 0.9464814591769702, 0.9661624262872381

