#  / self-tagging (1-tag) self-tagging (2-tag) self-tagging (3-tag) self-tagging (4-tag)
compiler,  0.9807837071409222, 0.9782504438067217, 0.9833235305775598,  0.9763779650343642, 0.9723592936637493, 0.9804132452034864,  0.9826491868796642, 0.9802818601887525, 0.9850222305341239,  0.9915250025693149, 0.9885082896721356, 0.9945509218199452
dynamic,  1.0171971796932928, 1.000239331754241, 1.0344425274312372,  1.0105223307287565, 0.9973624625836733, 1.0238558389857277,  0.9827657168938071, 0.9614487605302977, 1.0045553064825683,  1.0149352848384574, 0.9984275278025131, 1.0317159770998132
earley,  0.9809707669669748, 0.9793548841076078, 0.9825893159461085,  0.9848042818058791, 0.9833449944419729, 0.9862657347572673,  0.9993979890171764, 0.9973660345025919, 1.0014340832748507,  0.9940632292234713, 0.9917268813325241, 0.9964050811716044
graphs,  0.9215822244772673, 0.9200627979818697, 0.9231041602110343,  0.9491865211867088, 0.946441063167427, 0.9519399432938022,  0.9850158162173878, 0.982844046214757, 0.9871923851349252,  0.9526138401243047, 0.9494628284462339, 0.9557753091623667
matrix,  0.9273523770184944, 0.9003266986484154, 0.9551893023419953,  1.0061184759074557, 0.9947464542867447, 1.0176205033956767,  1.032109301775788, 1.0079281845041426, 1.0568705461254286,  0.9363050816000598, 0.9141499703576245, 0.9589971386064081
maze,  0.8830074508995208, 0.8770410920517392, 0.8890143978545452,  0.8940356205520118, 0.8856165953320264, 0.9025346803897182,  0.9140042300484291, 0.9024573057966743, 0.9256988969787787,  0.9298240702338728, 0.9171346436424779, 0.9426890670627837
nboyer,  0.9685181315278418, 0.9651212130007649, 0.9719270061235701,  0.9625729044119016, 0.959887002689832, 0.9652663216728216,  0.9809314994875584, 0.9789190761687072, 0.9829480598670849,  0.9857747074451386, 0.983829653538522, 0.9877236067681706
parsing,  0.9656701142031537, 0.9495102005493671, 0.9821050568236084,  0.9634225351525891, 0.9497866271153774, 0.9772542113578198,  0.9880130746840742, 0.9643555221141183, 1.0122509939142148,  1.018917009761284, 1.001251895658582, 1.0368937899468316
peval,  0.9320531337872917, 0.9225900525329902, 0.9416132786361764,  0.9367215106667806, 0.9275808136073911, 0.9459522832662264,  0.8938353080643886, 0.8858889540148834, 0.9018529402830073,  0.9174380164567149, 0.9022505632841297, 0.9328811178308705
sboyer,  0.9011815372455633, 0.8880371703218067, 0.9145204617707362,  0.9178340784071148, 0.9071259820149286, 0.9286685776701457,  0.8872807297727026, 0.8738032959363841, 0.9009660378796459,  0.9647869810836704, 0.9501087758172165, 0.9796919495537996
scheme,  0.9481214919890892, 0.9181893050584649, 0.9790294426424165,  0.9167503080615461, 0.8856356384382658, 0.9489581164698386,  0.9284022570184111, 0.8733055196366253, 0.9869750407572387,  0.9538828452344565, 0.917307997891881, 0.9919160026116192
slatex,  1.0045201693174752, 0.9954164438612552, 1.0137071542152019,  1.003730552228872, 0.9966376945597176, 1.010873888251584,  0.9972236975697161, 0.9908907663488616, 1.0035971035020221,  1.0005771578825722, 0.9937679181236544, 1.0074330541547953
fft,  1.0095864341810379, 1.0082058389244177, 1.010968919967537,  1.0490418380401818, 1.0482616290820455, 1.049822627698786,  1.0871468344601332, 1.08562993268194, 1.0886658557368178,  0.9571899578229777, 0.9561272352789452, 0.9582538615688041
fibfp,  1.358420647823911, 1.3542841512933843, 1.3625697787809208,  1.3587386923765938, 1.3547109106355921, 1.3627784493852528,  1.2924076433490432, 1.2872821386078759, 1.2975535560474591,  1.0368870845490918, 1.0341596890007294, 1.0396216730740866
mbrot,  1.3942124466927948, 1.3926586133198307, 1.3957680137269215,  1.397276318703431, 1.3909825554886828, 1.4035985592382196,  1.276589683855574, 1.2718462001553348, 1.2813508588754174,  1.0471858394331637, 1.0458705508911446, 1.0485027820842379
nucleic,  0.9998961743397815, 0.9956748861423924, 1.0041353592163913,  1.0972315537273536, 1.0912395750899386, 1.103256434221346,  1.159448479733826, 1.146182994710373, 1.172867494423763,  1.0167508061978132, 1.00980910916152, 1.0237402223102234
pnpoly,  0.8676949124448868, 0.8643921505875517, 0.8710102938475045,  0.9483055868625023, 0.9435270165776778, 0.9531083586100999,  0.9778908978393189, 0.973695729337437, 0.9821041412266388,  0.8759285609567935, 0.8711761916080826, 0.880706855043398
ray,  0.9445064569271614, 0.9425190615414081, 0.9464980429341768,  0.9742038986717171, 0.9724379066931546, 0.9759730977729626,  0.9940665159016282, 0.9928940660192662, 0.9952403502607171,  0.8364146361030784, 0.8338521484783006, 0.838984998436627
simplex,  0.79441229686228, 0.7934062107604076, 0.795419658740962,  0.8676920937418947, 0.8651198259638814, 0.8702720096645039,  0.8860203346013698, 0.8844031318054999, 0.8876404945836051,  0.8405696559152323, 0.8396294536225764, 0.8415109110298767
sumfp,  1.4633387587355446, 1.462523856400016, 1.4641541151257633,  1.4631792275779507, 1.4622390405666337, 1.464120019108496,  1.2010280437984864, 1.198928748639189, 1.20313101477269,  1.1395120272906119, 1.138705786965967, 1.1403188384593401
sum1,  0.9579162049150186, 0.952923824510161, 0.9629347404662434,  0.9715902668517292, 0.9690209929178891, 0.974166352989428,  0.9831017348973883, 0.9789043270863471, 0.9873171406187917,  0.9819590546781803, 0.9770928848005592, 0.9868494593134649
