#  / self-tagging (4-tag)
compiler,  1.0209845439455365, 1.0134756484799747, 1.0284934394110983
dynamic,  1.0070558568331305, 1.0005107390758146, 1.0136009745904464
earley,  1.0005235442523577, 0.9985754803024082, 1.002471608202307
graphs,  1.0252388426889243, 1.024313342789603, 1.0261643425882456
matrix,  1.0234835922450853, 1.0219930088671128, 1.024974175623058
maze,  1.0263405885709627, 1.0247467670044528, 1.0279344101374726
nboyer,  1.00601987673749, 1.0022086246648958, 1.009831128810084
parsing,  1.001394222231065, 0.9999891682253221, 1.0027992762368079
peval,  1.0139202480842724, 1.0124343963957299, 1.015406099772815
sboyer,  1.008678289680111, 1.0059791549338093, 1.0113774244264127
scheme,  1.0020166460798023, 1.0007341767601095, 1.0032991153994952
slatex,  1.0113894611861052, 0.9943815185211161, 1.0283974038510943
fft,  0.40044004481916423, 0.3984093618510263, 0.40247072778730214
fibfp,  0.9642119250234062, 0.9522900665560231, 0.9761337834907894
mbrot,  1.039208764862358, 1.0314068602364443, 1.0470106694882717
nucleic,  0.843875129163181, 0.8421476257580102, 0.8456026325683518
pnpoly,  1.1175184123538358, 1.111773367178745, 1.1232634575289264
ray,  1.023784511192784, 1.022911595984433, 1.0246574264011348
simplex,  1.0310110699238482, 1.0299042897525488, 1.0321178500951476
sumfp,  1.1566245724480955, 1.1555874272207736, 1.1576617176754174
sum1,  0.9871776533210092, 0.9856417858080964, 0.9887135208339219
