#  / self-tagging (2-tag, mantissa low-bits)
compiler,  1.0662782581907417, 1.0613086528742925, 1.071247863507191
dynamic,  1.0117006209114412, 1.009439545796464, 1.0139616960264184
earley,  1.23446709547223, 1.213421797937993, 1.255512393006467
graphs,  0.9264721240043714, 0.860004418356357, 0.9929398296523858
matrix,  1.0645040047027163, 1.0605489012684652, 1.0684591081369674
maze,  1.0974020423784894, 1.091377300288656, 1.1034267844683228
nboyer,  1.0118325396987993, 1.0071420110625995, 1.016523068334999
parsing,  1.048429145484081, 1.045228387877516, 1.0516299030906462
peval,  0.9991102724424209, 0.9978031924127858, 1.000417352472056
sboyer,  1.005783092981605, 1.0022802045274048, 1.009285981435805
scheme,  1.0070834069026964, 1.003078255753056, 1.0110885580523368
slatex,  1.0078180844113844, 0.9792133948149302, 1.0364227740078387
fft,  0.6976977491816799, 0.6966099003864693, 0.6987855979768905
fibfp,  0.28033388898177514, 0.2768110071430943, 0.28385677082045596
mbrot,  1.714883831753284, 1.7108037239479659, 1.718963939558602
nucleic,  1.525329232263268, 1.5192034319221537, 1.5314550326043825
pnpoly,  0.9403191360647771, 0.9377630686851473, 0.942875203444407
ray,  0.8689332914848281, 0.8671984563941401, 0.8706681265755162
simplex,  0.9076361765277012, 0.9028810571635407, 0.9123912958918617
sumfp,  0.37706979365118204, 0.37504935626543917, 0.3790902310369249
sum1,  1.1786981226412063, 1.1546500124405008, 1.2027462328419118
